tau1,tau2,tau3,tau4,tau5,tau6,tau7
-20.049801,-9.686297,-4.245825,-0.111868,-0.116335,0.215276,-0.361986
-20.066540,-9.669296,-4.245812,-0.115077,-0.115981,0.215157,-0.362037
-20.083204,-9.652342,-4.245789,-0.118323,-0.115627,0.215033,-0.362086
-20.099793,-9.635433,-4.245758,-0.121607,-0.115273,0.214904,-0.362133
-20.116305,-9.618570,-4.245718,-0.124928,-0.114920,0.214770,-0.362178
-20.132742,-9.601754,-4.245669,-0.128287,-0.114567,0.214631,-0.362221
-20.149104,-9.584984,-4.245611,-0.131684,-0.114214,0.214487,-0.362262
-20.165389,-9.568262,-4.245544,-0.135118,-0.113861,0.214337,-0.362302
-20.181598,-9.551587,-4.245469,-0.138590,-0.113509,0.214183,-0.362339
-20.197732,-9.534961,-4.245385,-0.142099,-0.113157,0.214023,-0.362375
-20.213790,-9.518382,-4.245292,-0.145647,-0.112805,0.213858,-0.362409
-20.229771,-9.501852,-4.245191,-0.149232,-0.112454,0.213688,-0.362440
-20.245677,-9.485370,-4.245081,-0.152854,-0.112103,0.213513,-0.362470
-20.261507,-9.468938,-4.244963,-0.156515,-0.111752,0.213333,-0.362499
-20.277260,-9.452555,-4.244836,-0.160213,-0.111402,0.213148,-0.362525
-20.292938,-9.436222,-4.244701,-0.163949,-0.111053,0.212958,-0.362549
-20.308539,-9.419938,-4.244557,-0.167723,-0.110704,0.212763,-0.362572
-20.324065,-9.403705,-4.244405,-0.171534,-0.110355,0.212562,-0.362593
-20.339514,-9.387523,-4.244245,-0.175383,-0.110008,0.212357,-0.362612
-20.354888,-9.371392,-4.244076,-0.179270,-0.109660,0.212147,-0.362630
-20.370185,-9.355312,-4.243899,-0.183194,-0.109314,0.211931,-0.362645
-20.385407,-9.339283,-4.243714,-0.187156,-0.108968,0.211711,-0.362659
-20.400552,-9.323307,-4.243521,-0.191156,-0.108623,0.211485,-0.362671
-20.415622,-9.307382,-4.243320,-0.195194,-0.108279,0.211255,-0.362681
-20.430616,-9.291510,-4.243110,-0.199269,-0.107935,0.211020,-0.362690
-20.445534,-9.275691,-4.242893,-0.203382,-0.107593,0.210780,-0.362697
-20.460376,-9.259925,-4.242668,-0.207533,-0.107251,0.210534,-0.362702
-20.475143,-9.244212,-4.242434,-0.211722,-0.106910,0.210284,-0.362706
-20.489834,-9.228553,-4.242193,-0.215948,-0.106570,0.210029,-0.362707
-20.504449,-9.212948,-4.241944,-0.220211,-0.106231,0.209769,-0.362708
-20.518988,-9.197397,-4.241687,-0.224513,-0.105892,0.209504,-0.362706
-20.533453,-9.181900,-4.241423,-0.228852,-0.105555,0.209234,-0.362703
-20.547842,-9.166458,-4.241150,-0.233229,-0.105219,0.208960,-0.362698
-20.562155,-9.151071,-4.240870,-0.237643,-0.104884,0.208680,-0.362692
-20.576393,-9.135740,-4.240583,-0.242095,-0.104550,0.208396,-0.362684
-20.590556,-9.120464,-4.240288,-0.246585,-0.104217,0.208107,-0.362674
-20.604645,-9.105244,-4.239985,-0.251112,-0.103885,0.207813,-0.362663
-20.618658,-9.090080,-4.239675,-0.255677,-0.103555,0.207514,-0.362650
-20.632596,-9.074973,-4.239357,-0.260279,-0.103225,0.207210,-0.362636
-20.646460,-9.059922,-4.239033,-0.264919,-0.102897,0.206902,-0.362620
-20.660249,-9.044929,-4.238700,-0.269596,-0.102570,0.206589,-0.362603
-20.673963,-9.029992,-4.238361,-0.274311,-0.102244,0.206271,-0.362584
-20.687603,-9.015113,-4.238014,-0.279063,-0.101920,0.205948,-0.362563
-20.701169,-9.000292,-4.237660,-0.283852,-0.101597,0.205621,-0.362541
-20.714661,-8.985529,-4.237299,-0.288679,-0.101276,0.205289,-0.362518
-20.728079,-8.970824,-4.236931,-0.293544,-0.100955,0.204952,-0.362493
-20.741423,-8.956177,-4.236556,-0.298446,-0.100637,0.204610,-0.362466
-20.754693,-8.941590,-4.236174,-0.303385,-0.100319,0.204264,-0.362439
-20.767890,-8.927061,-4.235786,-0.308361,-0.100003,0.203914,-0.362409
-20.781013,-8.912592,-4.235390,-0.313375,-0.099689,0.203558,-0.362378
-20.794063,-8.898182,-4.234987,-0.318426,-0.099376,0.203199,-0.362346
-20.807040,-8.883832,-4.234578,-0.323514,-0.099065,0.202834,-0.362313
-20.819945,-8.869542,-4.234162,-0.328639,-0.098755,0.202465,-0.362278
-20.832776,-8.855312,-4.233739,-0.333802,-0.098447,0.202091,-0.362241
-20.845535,-8.841143,-4.233310,-0.339001,-0.098141,0.201713,-0.362204
-20.858222,-8.827034,-4.232874,-0.344238,-0.097836,0.201331,-0.362165
-20.870836,-8.812987,-4.232432,-0.349512,-0.097533,0.200943,-0.362124
-20.883379,-8.799000,-4.231983,-0.354822,-0.097231,0.200552,-0.362082
-20.895849,-8.785075,-4.231528,-0.360170,-0.096932,0.200156,-0.362039
-20.908248,-8.771212,-4.231066,-0.365554,-0.096634,0.199755,-0.361995
-20.920576,-8.757410,-4.230598,-0.370976,-0.096338,0.199350,-0.361949
-20.932833,-8.743671,-4.230125,-0.376434,-0.096044,0.198941,-0.361902
-20.945018,-8.729993,-4.229644,-0.381929,-0.095752,0.198527,-0.361854
-20.957133,-8.716379,-4.229158,-0.387461,-0.095461,0.198109,-0.361805
-20.969178,-8.702827,-4.228666,-0.393029,-0.095172,0.197687,-0.361754
-20.981152,-8.689338,-4.228167,-0.398634,-0.094886,0.197260,-0.361702
-20.993056,-8.675912,-4.227663,-0.404276,-0.094601,0.196829,-0.361649
-21.004890,-8.662549,-4.227153,-0.409955,-0.094318,0.196394,-0.361594
-21.016654,-8.649250,-4.226637,-0.415669,-0.094038,0.195954,-0.361539
-21.028349,-8.636015,-4.226115,-0.421421,-0.093759,0.195511,-0.361482
-21.039976,-8.622843,-4.225588,-0.427208,-0.093482,0.195063,-0.361424
-21.051533,-8.609736,-4.225055,-0.433033,-0.093208,0.194611,-0.361365
-21.063021,-8.596693,-4.224516,-0.438893,-0.092935,0.194154,-0.361305
-21.074442,-8.583714,-4.223971,-0.444790,-0.092665,0.193694,-0.361244
-21.085794,-8.570801,-4.223422,-0.450722,-0.092397,0.193229,-0.361181
-21.097078,-8.557952,-4.222866,-0.456691,-0.092131,0.192760,-0.361118
-21.108295,-8.545168,-4.222306,-0.462697,-0.091867,0.192288,-0.361053
-21.119444,-8.532449,-4.221740,-0.468738,-0.091605,0.191811,-0.360987
-21.130527,-8.519796,-4.221168,-0.474815,-0.091346,0.191330,-0.360921
-21.141542,-8.507208,-4.220592,-0.480928,-0.091089,0.190845,-0.360853
-21.152492,-8.494687,-4.220010,-0.487077,-0.090834,0.190356,-0.360784
-21.163375,-8.482231,-4.219423,-0.493261,-0.090581,0.189863,-0.360714
-21.174192,-8.469841,-4.218831,-0.499482,-0.090331,0.189366,-0.360643
-21.184944,-8.457517,-4.218235,-0.505738,-0.090083,0.188866,-0.360571
-21.195630,-8.445260,-4.217633,-0.512029,-0.089838,0.188361,-0.360499
-21.206251,-8.433069,-4.217026,-0.518356,-0.089595,0.187852,-0.360425
-21.216808,-8.420945,-4.216415,-0.524719,-0.089354,0.187340,-0.360350
-21.227300,-8.408888,-4.215799,-0.531117,-0.089116,0.186824,-0.360274
-21.237728,-8.396898,-4.215178,-0.537550,-0.088880,0.186304,-0.360198
-21.248093,-8.384975,-4.214552,-0.544019,-0.088646,0.185780,-0.360120
-21.258394,-8.373120,-4.213922,-0.550523,-0.088416,0.185253,-0.360042
-21.268631,-8.361332,-4.213287,-0.557061,-0.088187,0.184721,-0.359962
-21.278807,-8.349611,-4.212648,-0.563635,-0.087961,0.184186,-0.359882
-21.288919,-8.337958,-4.212004,-0.570244,-0.087738,0.183648,-0.359801
-21.298970,-8.326373,-4.211356,-0.576888,-0.087518,0.183105,-0.359719
-21.308958,-8.314856,-4.210704,-0.583567,-0.087299,0.182559,-0.359636
-21.318885,-8.303407,-4.210048,-0.590280,-0.087084,0.182010,-0.359553
-21.328752,-8.292026,-4.209387,-0.597028,-0.086871,0.181457,-0.359469
-21.338557,-8.280714,-4.208722,-0.603810,-0.086661,0.180900,-0.359383
-21.348302,-8.269470,-4.208053,-0.610627,-0.086454,0.180340,-0.359297
-21.357986,-8.258294,-4.207380,-0.617479,-0.086249,0.179776,-0.359211
-21.367611,-8.247188,-4.206703,-0.624365,-0.086047,0.179209,-0.359123
-21.377177,-8.236150,-4.206023,-0.631285,-0.085847,0.178638,-0.359035
-21.386684,-8.225181,-4.205338,-0.638239,-0.085651,0.178064,-0.358946
-21.396131,-8.214280,-4.204649,-0.645227,-0.085457,0.177487,-0.358857
-21.405521,-8.203449,-4.203957,-0.652249,-0.085266,0.176906,-0.358766
-21.414853,-8.192687,-4.203261,-0.659305,-0.085077,0.176322,-0.358675
-21.424127,-8.181995,-4.202562,-0.666395,-0.084892,0.175734,-0.358583
-21.433344,-8.171372,-4.201859,-0.673519,-0.084709,0.175143,-0.358491
-21.442504,-8.160818,-4.201152,-0.680676,-0.084529,0.174549,-0.358398
-21.451607,-8.150334,-4.200442,-0.687867,-0.084353,0.173952,-0.358304
-21.460655,-8.139919,-4.199729,-0.695092,-0.084178,0.173351,-0.358210
-21.469646,-8.129574,-4.199012,-0.702349,-0.084007,0.172748,-0.358115
-21.478583,-8.119299,-4.198292,-0.709640,-0.083839,0.172141,-0.358020
-21.487464,-8.109093,-4.197569,-0.716964,-0.083674,0.171531,-0.357924
-21.496291,-8.098958,-4.196842,-0.724322,-0.083511,0.170917,-0.357827
-21.505064,-8.088892,-4.196113,-0.731712,-0.083352,0.170301,-0.357730
-21.513783,-8.078896,-4.195380,-0.739135,-0.083196,0.169682,-0.357633
-21.522449,-8.068971,-4.194645,-0.746591,-0.083042,0.169060,-0.357534
-21.531062,-8.059116,-4.193906,-0.754079,-0.082892,0.168434,-0.357436
-21.539622,-8.049330,-4.193164,-0.761600,-0.082744,0.167806,-0.357336
-21.548130,-8.039615,-4.192420,-0.769154,-0.082600,0.167175,-0.357237
-21.556586,-8.029971,-4.191673,-0.776740,-0.082458,0.166540,-0.357137
-21.564991,-8.020396,-4.190923,-0.784358,-0.082320,0.165903,-0.357036
-21.573344,-8.010892,-4.190171,-0.792008,-0.082185,0.165263,-0.356935
-21.581648,-8.001459,-4.189415,-0.799691,-0.082053,0.164621,-0.356834
-21.589901,-7.992096,-4.188658,-0.807405,-0.081924,0.163975,-0.356732
-21.598104,-7.982803,-4.187897,-0.815151,-0.081798,0.163327,-0.356629
-21.606258,-7.973581,-4.187135,-0.822929,-0.081675,0.162676,-0.356527
-21.614363,-7.964429,-4.186370,-0.830739,-0.081555,0.162022,-0.356424
-21.622420,-7.955348,-4.185602,-0.838580,-0.081439,0.161365,-0.356320
-21.630428,-7.946338,-4.184832,-0.846453,-0.081325,0.160706,-0.356216
-21.638389,-7.937398,-4.184060,-0.854357,-0.081215,0.160044,-0.356112
-21.646303,-7.928528,-4.183286,-0.862292,-0.081108,0.159380,-0.356008
-21.654170,-7.919729,-4.182510,-0.870258,-0.081004,0.158713,-0.355903
-21.661990,-7.911001,-4.181731,-0.878255,-0.080904,0.158043,-0.355798
-21.669765,-7.902344,-4.180950,-0.886283,-0.080807,0.157371,-0.355693
-21.677494,-7.893757,-4.180168,-0.894341,-0.080712,0.156696,-0.355587
-21.685178,-7.885240,-4.179383,-0.902431,-0.080621,0.156019,-0.355481
-21.692817,-7.876795,-4.178597,-0.910550,-0.080534,0.155339,-0.355375
-21.700412,-7.868419,-4.177809,-0.918700,-0.080449,0.154657,-0.355269
-21.707963,-7.860115,-4.177019,-0.926881,-0.080368,0.153973,-0.355162
-21.715471,-7.851881,-4.176227,-0.935091,-0.080290,0.153286,-0.355055
-21.722936,-7.843717,-4.175433,-0.943332,-0.080216,0.152597,-0.354949
-21.730358,-7.835624,-4.174638,-0.951602,-0.080145,0.151906,-0.354841
-21.737738,-7.827602,-4.173841,-0.959902,-0.080077,0.151212,-0.354734
-21.745077,-7.819650,-4.173043,-0.968232,-0.080012,0.150516,-0.354627
-21.752375,-7.811768,-4.172243,-0.976591,-0.079951,0.149818,-0.354519
-21.759631,-7.803957,-4.171442,-0.984980,-0.079893,0.149117,-0.354411
-21.766848,-7.796216,-4.170639,-0.993398,-0.079838,0.148415,-0.354304
-21.774024,-7.788546,-4.169835,-1.001845,-0.079787,0.147710,-0.354196
-21.781161,-7.780946,-4.169030,-1.010321,-0.079739,0.147003,-0.354088
-21.788259,-7.773416,-4.168223,-1.018826,-0.079694,0.146294,-0.353980
-21.795319,-7.765956,-4.167416,-1.027359,-0.079653,0.145583,-0.353871
-21.802340,-7.758567,-4.166607,-1.035922,-0.079615,0.144870,-0.353763
-21.809324,-7.751247,-4.165796,-1.044512,-0.079581,0.144155,-0.353655
-21.816270,-7.743998,-4.164985,-1.053131,-0.079549,0.143438,-0.353547
-21.823180,-7.736818,-4.164173,-1.061779,-0.079522,0.142719,-0.353438
-21.830054,-7.729709,-4.163360,-1.070454,-0.079498,0.141999,-0.353330
-21.836891,-7.722669,-4.162545,-1.079157,-0.079477,0.141276,-0.353222
-21.843693,-7.715699,-4.161730,-1.087888,-0.079459,0.140551,-0.353114
-21.850460,-7.708799,-4.160914,-1.096647,-0.079445,0.139825,-0.353005
-21.857193,-7.701969,-4.160098,-1.105434,-0.079435,0.139097,-0.352897
-21.863891,-7.695208,-4.159280,-1.114247,-0.079427,0.138367,-0.352789
-21.870556,-7.688516,-4.158462,-1.123088,-0.079424,0.137635,-0.352681
-21.877188,-7.681894,-4.157643,-1.131956,-0.079423,0.136901,-0.352573
-21.883787,-7.675341,-4.156823,-1.140851,-0.079427,0.136166,-0.352465
-21.890353,-7.668858,-4.156002,-1.149773,-0.079433,0.135429,-0.352358
-21.896888,-7.662443,-4.155182,-1.158722,-0.079443,0.134691,-0.352250
-21.903391,-7.656098,-4.154360,-1.167697,-0.079457,0.133951,-0.352143
-21.909864,-7.649821,-4.153538,-1.176699,-0.079474,0.133209,-0.352035
-21.916306,-7.643614,-4.152716,-1.185726,-0.079494,0.132466,-0.351928
-21.922717,-7.637475,-4.151893,-1.194780,-0.079518,0.131721,-0.351821
-21.929100,-7.631404,-4.151070,-1.203860,-0.079545,0.130975,-0.351715
-21.935453,-7.625402,-4.150246,-1.212966,-0.079576,0.130227,-0.351608
-21.941777,-7.619469,-4.149422,-1.222097,-0.079611,0.129478,-0.351502
-21.948073,-7.613604,-4.148598,-1.231254,-0.079648,0.128727,-0.351395
-21.954341,-7.607807,-4.147774,-1.240437,-0.079690,0.127975,-0.351289
-21.960582,-7.602078,-4.146949,-1.249644,-0.079734,0.127221,-0.351184
-21.966795,-7.596417,-4.146125,-1.258877,-0.079783,0.126467,-0.351078
-21.972983,-7.590824,-4.145300,-1.268135,-0.079834,0.125710,-0.350973
-21.979144,-7.585298,-4.144475,-1.277417,-0.079890,0.124953,-0.350868
-21.985280,-7.579841,-4.143650,-1.286724,-0.079948,0.124194,-0.350764
-21.991390,-7.574450,-4.142825,-1.296056,-0.080011,0.123434,-0.350659
-21.997476,-7.569127,-4.141999,-1.305412,-0.080076,0.122673,-0.350556
-22.003537,-7.563871,-4.141174,-1.314792,-0.080145,0.121911,-0.350452
-22.009575,-7.558682,-4.140350,-1.324196,-0.080218,0.121148,-0.350349
-22.015589,-7.553559,-4.139525,-1.333624,-0.080294,0.120383,-0.350246
-22.021580,-7.548504,-4.138700,-1.343075,-0.080374,0.119617,-0.350143
-22.027549,-7.543515,-4.137875,-1.352551,-0.080457,0.118850,-0.350041
-22.033495,-7.538592,-4.137051,-1.362049,-0.080544,0.118083,-0.349939
-22.039420,-7.533736,-4.136227,-1.371571,-0.080634,0.117314,-0.349838
-22.045324,-7.528945,-4.135403,-1.381116,-0.080728,0.116544,-0.349736
-22.051207,-7.524221,-4.134579,-1.390684,-0.080825,0.115773,-0.349636
-22.057069,-7.519563,-4.133756,-1.400275,-0.080925,0.115001,-0.349536
-22.062912,-7.514970,-4.132933,-1.409888,-0.081030,0.114228,-0.349436
-22.068735,-7.510442,-4.132110,-1.419524,-0.081137,0.113455,-0.349337
-22.074539,-7.505980,-4.131288,-1.429182,-0.081248,0.112680,-0.349238
-22.080324,-7.501583,-4.130466,-1.438862,-0.081363,0.111905,-0.349139
-22.086091,-7.497251,-4.129644,-1.448564,-0.081481,0.111128,-0.349041
-22.091841,-7.492983,-4.128823,-1.458288,-0.081602,0.110351,-0.348944
-22.097573,-7.488780,-4.128003,-1.468034,-0.081728,0.109573,-0.348847
-22.103288,-7.484642,-4.127183,-1.477801,-0.081856,0.108795,-0.348751
-22.108986,-7.480568,-4.126363,-1.487589,-0.081988,0.108016,-0.348655
-22.114669,-7.476557,-4.125544,-1.497399,-0.082123,0.107236,-0.348559
-22.120336,-7.472611,-4.124726,-1.507229,-0.082262,0.106455,-0.348465
-22.125987,-7.468728,-4.123908,-1.517081,-0.082405,0.105673,-0.348370
-22.131624,-7.464909,-4.123091,-1.526953,-0.082551,0.104891,-0.348277
-22.137246,-7.461153,-4.122274,-1.536846,-0.082700,0.104109,-0.348184
-22.142855,-7.457460,-4.121459,-1.546759,-0.082853,0.103326,-0.348091
-22.148449,-7.453830,-4.120643,-1.556692,-0.083009,0.102542,-0.347999
-22.154031,-7.450262,-4.119829,-1.566645,-0.083169,0.101757,-0.347908
-22.159600,-7.446757,-4.119015,-1.576618,-0.083332,0.100973,-0.347817
-22.165156,-7.443314,-4.118202,-1.586611,-0.083498,0.100187,-0.347727
-22.170700,-7.439933,-4.117389,-1.596623,-0.083668,0.099401,-0.347638
-22.176233,-7.436615,-4.116578,-1.606654,-0.083842,0.098615,-0.347549
-22.181755,-7.433357,-4.115767,-1.616705,-0.084018,0.097828,-0.347461
-22.187266,-7.430161,-4.114957,-1.626775,-0.084199,0.097041,-0.347373
-22.192766,-7.427027,-4.114147,-1.636863,-0.084382,0.096254,-0.347286
-22.198257,-7.423953,-4.113339,-1.646970,-0.084569,0.095466,-0.347200
-22.203738,-7.420940,-4.112531,-1.657096,-0.084760,0.094678,-0.347115
-22.209210,-7.417988,-4.111724,-1.667240,-0.084954,0.093889,-0.347030
-22.214673,-7.415095,-4.110918,-1.677402,-0.085151,0.093101,-0.346946
-22.220128,-7.412263,-4.110113,-1.687582,-0.085352,0.092311,-0.346863
-22.225574,-7.409491,-4.109309,-1.697780,-0.085556,0.091522,-0.346780
-22.231013,-7.406779,-4.108505,-1.707996,-0.085763,0.090733,-0.346698
-22.236445,-7.404125,-4.107703,-1.718229,-0.085974,0.089943,-0.346617
-22.241870,-7.401531,-4.106901,-1.728479,-0.086188,0.089153,-0.346537
-22.247288,-7.398996,-4.106100,-1.738747,-0.086406,0.088363,-0.346457
-22.252700,-7.396520,-4.105301,-1.749031,-0.086627,0.087573,-0.346378
-22.258107,-7.394102,-4.104502,-1.759333,-0.086851,0.086782,-0.346300
-22.263508,-7.391742,-4.103704,-1.769651,-0.087078,0.085992,-0.346223
-22.268904,-7.389440,-4.102906,-1.779985,-0.087309,0.085201,-0.346146
-22.274296,-7.387196,-4.102110,-1.790335,-0.087543,0.084411,-0.346071
-22.279683,-7.385010,-4.101315,-1.800702,-0.087781,0.083620,-0.345996
-22.285066,-7.382880,-4.100521,-1.811085,-0.088022,0.082829,-0.345922
-22.290446,-7.380808,-4.099728,-1.821483,-0.088266,0.082039,-0.345849
-22.295823,-7.378792,-4.098935,-1.831897,-0.088513,0.081248,-0.345776
-22.301197,-7.376833,-4.098144,-1.842326,-0.088764,0.080457,-0.345705
-22.306568,-7.374930,-4.097353,-1.852771,-0.089018,0.079667,-0.345634
-22.311937,-7.373083,-4.096564,-1.863230,-0.089275,0.078876,-0.345565
-22.317305,-7.371292,-4.095775,-1.873705,-0.089536,0.078086,-0.345496
-22.322671,-7.369556,-4.094987,-1.884194,-0.089799,0.077295,-0.345428
-22.328035,-7.367875,-4.094201,-1.894698,-0.090066,0.076505,-0.345361
-22.333400,-7.366250,-4.093415,-1.905216,-0.090336,0.075715,-0.345294
-22.338763,-7.364679,-4.092630,-1.915748,-0.090610,0.074925,-0.345229
-22.344127,-7.363162,-4.091846,-1.926294,-0.090887,0.074136,-0.345165
-22.349491,-7.361700,-4.091063,-1.936854,-0.091166,0.073346,-0.345101
-22.354855,-7.360291,-4.090281,-1.947428,-0.091449,0.072557,-0.345039
-22.360221,-7.358936,-4.089500,-1.958015,-0.091736,0.071768,-0.344977
-22.365587,-7.357634,-4.088720,-1.968616,-0.092025,0.070979,-0.344916
-22.370956,-7.356386,-4.087941,-1.979229,-0.092318,0.070191,-0.344856
-22.376326,-7.355190,-4.087162,-1.989856,-0.092613,0.069403,-0.344798
-22.381698,-7.354047,-4.086385,-2.000495,-0.092912,0.068615,-0.344740
-22.387073,-7.352956,-4.085608,-2.011147,-0.093214,0.067827,-0.344683
-22.392451,-7.351916,-4.084833,-2.021812,-0.093519,0.067040,-0.344627
-22.397831,-7.350929,-4.084058,-2.032489,-0.093827,0.066253,-0.344572
-22.403216,-7.349993,-4.083284,-2.043177,-0.094139,0.065467,-0.344518
-22.408604,-7.349108,-4.082511,-2.053878,-0.094453,0.064681,-0.344465
-22.413996,-7.348274,-4.081739,-2.064590,-0.094771,0.063895,-0.344413
-22.419392,-7.347491,-4.080967,-2.075314,-0.095091,0.063110,-0.344362
-22.424793,-7.346758,-4.080196,-2.086050,-0.095415,0.062325,-0.344312
-22.430199,-7.346075,-4.079427,-2.096796,-0.095742,0.061541,-0.344263
-22.435611,-7.345442,-4.078658,-2.107554,-0.096071,0.060757,-0.344216
-22.441027,-7.344858,-4.077889,-2.118322,-0.096404,0.059974,-0.344169
-22.446450,-7.344323,-4.077122,-2.129101,-0.096740,0.059191,-0.344123
-22.451879,-7.343837,-4.076355,-2.139891,-0.097079,0.058408,-0.344078
-22.457314,-7.343400,-4.075589,-2.150691,-0.097421,0.057626,-0.344034
-22.462755,-7.343011,-4.074824,-2.161501,-0.097765,0.056845,-0.343992
-22.468204,-7.342670,-4.074059,-2.172321,-0.098113,0.056064,-0.343950
-22.473660,-7.342377,-4.073295,-2.183151,-0.098464,0.055284,-0.343910
-22.479123,-7.342131,-4.072532,-2.193991,-0.098817,0.054505,-0.343870
-22.484594,-7.341933,-4.071769,-2.204840,-0.099174,0.053726,-0.343832
-22.490073,-7.341781,-4.071007,-2.215698,-0.099533,0.052947,-0.343794
-22.495560,-7.341675,-4.070246,-2.226566,-0.099896,0.052170,-0.343758
-22.501056,-7.341617,-4.069485,-2.237442,-0.100261,0.051392,-0.343723
-22.506560,-7.341604,-4.068725,-2.248328,-0.100629,0.050616,-0.343689
-22.512073,-7.341636,-4.067965,-2.259221,-0.101000,0.049840,-0.343656
-22.517596,-7.341714,-4.067206,-2.270124,-0.101374,0.049065,-0.343624
-22.523128,-7.341837,-4.066447,-2.281034,-0.101751,0.048291,-0.343593
-22.528670,-7.342005,-4.065689,-2.291953,-0.102131,0.047517,-0.343564
-22.534222,-7.342218,-4.064931,-2.302880,-0.102513,0.046744,-0.343535
-22.539784,-7.342474,-4.064174,-2.313814,-0.102898,0.045972,-0.343508
-22.545357,-7.342775,-4.063417,-2.324756,-0.103286,0.045200,-0.343481
-22.550940,-7.343119,-4.062660,-2.335705,-0.103677,0.044430,-0.343456
-22.556534,-7.343506,-4.061904,-2.346662,-0.104071,0.043660,-0.343432
-22.562139,-7.343937,-4.061148,-2.357625,-0.104467,0.042890,-0.343409
-22.567755,-7.344410,-4.060392,-2.368596,-0.104866,0.042122,-0.343388
-22.573384,-7.344925,-4.059637,-2.379573,-0.105268,0.041354,-0.343367
-22.579023,-7.345483,-4.058881,-2.390557,-0.105672,0.040587,-0.343348
-22.584675,-7.346082,-4.058126,-2.401547,-0.106079,0.039821,-0.343329
-22.590339,-7.346723,-4.057371,-2.412544,-0.106489,0.039056,-0.343312
-22.596016,-7.347405,-4.056617,-2.423547,-0.106902,0.038292,-0.343296
-22.601705,-7.348128,-4.055862,-2.434555,-0.107317,0.037528,-0.343282
-22.607407,-7.348892,-4.055108,-2.445569,-0.107735,0.036765,-0.343268
-22.613121,-7.349696,-4.054353,-2.456589,-0.108155,0.036004,-0.343255
-22.618849,-7.350539,-4.053598,-2.467614,-0.108579,0.035243,-0.343244
-22.624591,-7.351423,-4.052844,-2.478645,-0.109004,0.034483,-0.343234
-22.630346,-7.352346,-4.052089,-2.489680,-0.109432,0.033724,-0.343225
-22.636114,-7.353308,-4.051335,-2.500721,-0.109863,0.032965,-0.343217
-22.641897,-7.354309,-4.050580,-2.511766,-0.110297,0.032208,-0.343211
-22.647694,-7.355348,-4.049825,-2.522815,-0.110733,0.031452,-0.343205
-22.653505,-7.356426,-4.049070,-2.533870,-0.111171,0.030696,-0.343201
-22.659330,-7.357541,-4.048314,-2.544928,-0.111612,0.029942,-0.343198
-22.665170,-7.358694,-4.047559,-2.555991,-0.112056,0.029188,-0.343196
-22.671025,-7.359884,-4.046803,-2.567057,-0.112502,0.028435,-0.343196
-22.676895,-7.361111,-4.046046,-2.578127,-0.112950,0.027684,-0.343196
-22.682780,-7.362375,-4.045289,-2.589201,-0.113401,0.026933,-0.343198
-22.688680,-7.363675,-4.044532,-2.600278,-0.113854,0.026183,-0.343201
-22.694596,-7.365012,-4.043775,-2.611359,-0.114310,0.025434,-0.343205
-22.700527,-7.366384,-4.043017,-2.622443,-0.114768,0.024686,-0.343211
-22.706474,-7.367791,-4.042258,-2.633529,-0.115229,0.023940,-0.343217
-22.712437,-7.369234,-4.041499,-2.644619,-0.115692,0.023194,-0.343225
-22.718416,-7.370712,-4.040739,-2.655711,-0.116157,0.022449,-0.343234
-22.724411,-7.372224,-4.039978,-2.666806,-0.116625,0.021705,-0.343244
-22.730422,-7.373770,-4.039217,-2.677903,-0.117095,0.020963,-0.343255
-22.736450,-7.375350,-4.038455,-2.689002,-0.117567,0.020221,-0.343268
-22.742494,-7.376965,-4.037692,-2.700103,-0.118042,0.019480,-0.343282
-22.748555,-7.378612,-4.036928,-2.711207,-0.118519,0.018740,-0.343297
-22.754633,-7.380292,-4.036164,-2.722311,-0.118998,0.018002,-0.343313
-22.760728,-7.382006,-4.035398,-2.733418,-0.119479,0.017264,-0.343331
-22.766839,-7.383751,-4.034632,-2.744526,-0.119963,0.016528,-0.343349
-22.772968,-7.385529,-4.033864,-2.755635,-0.120449,0.015792,-0.343369
-22.779115,-7.387339,-4.033095,-2.766746,-0.120937,0.015058,-0.343390
-22.785278,-7.389180,-4.032326,-2.777857,-0.121427,0.014325,-0.343413
-22.791459,-7.391053,-4.031555,-2.788969,-0.121919,0.013592,-0.343436
-22.797658,-7.392957,-4.030783,-2.800082,-0.122414,0.012861,-0.343461
-22.803874,-7.394891,-4.030009,-2.811195,-0.122911,0.012131,-0.343487
-22.810109,-7.396856,-4.029235,-2.822309,-0.123410,0.011402,-0.343514
-22.816361,-7.398851,-4.028459,-2.833423,-0.123910,0.010674,-0.343542
-22.822631,-7.400875,-4.027681,-2.844537,-0.124413,0.009947,-0.343572
-22.828919,-7.402929,-4.026903,-2.855651,-0.124919,0.009221,-0.343603
-22.835225,-7.405013,-4.026122,-2.866765,-0.125426,0.008497,-0.343635
-22.841550,-7.407125,-4.025340,-2.877879,-0.125935,0.007773,-0.343668
-22.847893,-7.409266,-4.024557,-2.888992,-0.126446,0.007051,-0.343703
-22.854254,-7.411435,-4.023772,-2.900105,-0.126959,0.006329,-0.343738
-22.860634,-7.413633,-4.022985,-2.911216,-0.127475,0.005609,-0.343775
-22.867032,-7.415858,-4.022196,-2.922327,-0.127992,0.004890,-0.343813
-22.873449,-7.418111,-4.021406,-2.933437,-0.128511,0.004172,-0.343852
-22.879885,-7.420391,-4.020613,-2.944546,-0.129032,0.003455,-0.343893
