tau1,tau2,tau3,tau4,tau5,tau6,tau7
-2.766927,5.326558,-7.343289,1.960514,0.251202,0.218507,-0.346587
-2.786307,5.350763,-7.323671,1.954847,0.250531,0.218717,-0.345919
-2.805384,5.374971,-7.303984,1.949114,0.249857,0.218920,-0.345245
-2.824161,5.399180,-7.284228,1.943315,0.249182,0.219116,-0.344565
-2.842638,5.423391,-7.264405,1.937450,0.248504,0.219303,-0.343880
-2.860817,5.447602,-7.244515,1.931520,0.247824,0.219484,-0.343188
-2.878699,5.471813,-7.224559,1.925526,0.247141,0.219657,-0.342491
-2.896287,5.496023,-7.204539,1.919469,0.246456,0.219822,-0.341788
-2.913582,5.520230,-7.184457,1.913348,0.245769,0.219981,-0.341079
-2.930585,5.544435,-7.164312,1.907164,0.245080,0.220131,-0.340365
-2.947299,5.568637,-7.144107,1.900919,0.244388,0.220274,-0.339645
-2.963723,5.592834,-7.123842,1.894612,0.243695,0.220410,-0.338918
-2.979861,5.617026,-7.103519,1.888244,0.242999,0.220539,-0.338187
-2.995714,5.641213,-7.083138,1.881816,0.242300,0.220659,-0.337449
-3.011284,5.665393,-7.062702,1.875328,0.241600,0.220773,-0.336705
-3.026572,5.689565,-7.042210,1.868782,0.240897,0.220879,-0.335956
-3.041579,5.713730,-7.021665,1.862177,0.240192,0.220977,-0.335200
-3.056309,5.737885,-7.001067,1.855514,0.239485,0.221068,-0.334439
-3.070761,5.762031,-6.980417,1.848794,0.238775,0.221152,-0.333672
-3.084938,5.786167,-6.959717,1.842018,0.238064,0.221228,-0.332900
-3.098842,5.810291,-6.938968,1.835185,0.237350,0.221297,-0.332121
-3.112475,5.834404,-6.918171,1.828298,0.236634,0.221358,-0.331336
-3.125837,5.858503,-6.897327,1.821355,0.235916,0.221412,-0.330546
-3.138931,5.882590,-6.876437,1.814359,0.235196,0.221458,-0.329750
-3.151759,5.906662,-6.855502,1.807309,0.234474,0.221497,-0.328948
-3.164322,5.930720,-6.834524,1.800207,0.233749,0.221529,-0.328140
-3.176623,5.954761,-6.813504,1.793052,0.233023,0.221553,-0.327326
-3.188661,5.978787,-6.792442,1.785846,0.232294,0.221570,-0.326507
-3.200441,6.002795,-6.771340,1.778589,0.231564,0.221580,-0.325681
-3.211963,6.026786,-6.750199,1.771282,0.230831,0.221582,-0.324850
-3.223229,6.050758,-6.729020,1.763926,0.230096,0.221576,-0.324013
-3.234240,6.074710,-6.707805,1.756520,0.229359,0.221564,-0.323170
-3.245000,6.098643,-6.686554,1.749067,0.228621,0.221544,-0.322322
-3.255509,6.122555,-6.665268,1.741566,0.227880,0.221517,-0.321467
-3.265769,6.146445,-6.643949,1.734018,0.227137,0.221482,-0.320607
-3.275782,6.170313,-6.622597,1.726424,0.226393,0.221440,-0.319741
-3.285551,6.194159,-6.601215,1.718784,0.225646,0.221391,-0.318869
-3.295076,6.217980,-6.579802,1.711100,0.224898,0.221335,-0.317992
-3.304359,6.241778,-6.558360,1.703371,0.224147,0.221271,-0.317108
-3.313403,6.265550,-6.536891,1.695599,0.223395,0.221200,-0.316219
-3.322209,6.289297,-6.515394,1.687784,0.222641,0.221122,-0.315324
-3.330779,6.313017,-6.493872,1.679927,0.221885,0.221036,-0.314423
-3.339115,6.336710,-6.472326,1.672029,0.221127,0.220944,-0.313517
-3.347218,6.360375,-6.450755,1.664090,0.220367,0.220844,-0.312605
-3.355091,6.384012,-6.429163,1.656111,0.219606,0.220737,-0.311687
-3.362735,6.407619,-6.407549,1.648092,0.218842,0.220623,-0.310764
-3.370153,6.431197,-6.385915,1.640035,0.218077,0.220502,-0.309835
-3.377346,6.454744,-6.364261,1.631940,0.217310,0.220374,-0.308900
-3.384315,6.478259,-6.342590,1.623807,0.216542,0.220239,-0.307959
-3.391064,6.501743,-6.320901,1.615638,0.215772,0.220096,-0.307013
-3.397592,6.525194,-6.299196,1.607433,0.215000,0.219947,-0.306062
-3.403904,6.548612,-6.277477,1.599193,0.214226,0.219791,-0.305104
-3.410000,6.571996,-6.255743,1.590919,0.213451,0.219627,-0.304141
-3.415882,6.595346,-6.233997,1.582610,0.212675,0.219457,-0.303173
-3.421552,6.618660,-6.212239,1.574269,0.211896,0.219280,-0.302199
-3.427012,6.641938,-6.190470,1.565896,0.211116,0.219095,-0.301219
-3.432263,6.665180,-6.168692,1.557490,0.210335,0.218904,-0.300234
-3.437309,6.688384,-6.146905,1.549054,0.209552,0.218706,-0.299244
-3.442150,6.711551,-6.125110,1.540588,0.208767,0.218502,-0.298248
-3.446788,6.734679,-6.103309,1.532092,0.207981,0.218290,-0.297246
-3.451226,6.757768,-6.081502,1.523567,0.207194,0.218072,-0.296239
-3.455464,6.780818,-6.059691,1.515015,0.206405,0.217847,-0.295227
-3.459506,6.803826,-6.037876,1.506435,0.205615,0.217615,-0.294209
-3.463352,6.826794,-6.016058,1.497828,0.204823,0.217376,-0.293186
-3.467006,6.849721,-5.994240,1.489196,0.204030,0.217131,-0.292158
-3.470467,6.872605,-5.972420,1.480539,0.203236,0.216879,-0.291124
-3.473740,6.895446,-5.950602,1.471857,0.202440,0.216621,-0.290085
-3.476824,6.918243,-5.928784,1.463151,0.201643,0.216356,-0.289041
-3.479723,6.940997,-5.906970,1.454422,0.200845,0.216084,-0.287991
-3.482438,6.963706,-5.885158,1.445671,0.200046,0.215806,-0.286937
-3.484970,6.986369,-5.863352,1.436899,0.199245,0.215521,-0.285877
-3.487322,7.008987,-5.841551,1.428106,0.198444,0.215230,-0.284812
-3.489496,7.031558,-5.819756,1.419293,0.197641,0.214933,-0.283742
-3.491494,7.054082,-5.797968,1.410460,0.196837,0.214629,-0.282666
-3.493316,7.076558,-5.776190,1.401609,0.196032,0.214319,-0.281586
-3.494966,7.098986,-5.754420,1.392740,0.195226,0.214002,-0.280501
-3.496444,7.121366,-5.732661,1.383854,0.194418,0.213680,-0.279410
-3.497754,7.143696,-5.710913,1.374951,0.193610,0.213351,-0.278315
-3.498896,7.165976,-5.689177,1.366033,0.192801,0.213015,-0.277214
-3.499872,7.188205,-5.667455,1.357099,0.191991,0.212674,-0.276109
-3.500685,7.210383,-5.645746,1.348152,0.191180,0.212326,-0.274999
-3.501336,7.232510,-5.624053,1.339191,0.190368,0.211973,-0.273884
-3.501827,7.254584,-5.602376,1.330218,0.189556,0.211613,-0.272764
-3.502160,7.276606,-5.580715,1.321232,0.188742,0.211247,-0.271640
-3.502336,7.298574,-5.559072,1.312235,0.187928,0.210876,-0.270510
-3.502358,7.320489,-5.537449,1.303228,0.187113,0.210498,-0.269376
-3.502227,7.342349,-5.515844,1.294210,0.186297,0.210114,-0.268237
-3.501945,7.364154,-5.494261,1.285184,0.185480,0.209725,-0.267094
-3.501513,7.385903,-5.472699,1.276149,0.184663,0.209329,-0.265946
-3.500935,7.407597,-5.451159,1.267107,0.183845,0.208928,-0.264794
-3.500210,7.429234,-5.429643,1.258058,0.183027,0.208521,-0.263636
-3.499342,7.450814,-5.408150,1.249003,0.182208,0.208109,-0.262475
-3.498332,7.472336,-5.386683,1.239942,0.181388,0.207691,-0.261309
-3.497182,7.493801,-5.365242,1.230877,0.180568,0.207267,-0.260138
-3.495893,7.515206,-5.343828,1.221807,0.179748,0.206837,-0.258964
-3.494468,7.536553,-5.322441,1.212735,0.178927,0.206402,-0.257784
-3.492907,7.557840,-5.301083,1.203660,0.178105,0.205962,-0.256601
-3.491214,7.579067,-5.279754,1.194583,0.177283,0.205516,-0.255413
-3.489389,7.600233,-5.258455,1.185505,0.176461,0.205065,-0.254221
-3.487434,7.621338,-5.237188,1.176427,0.175639,0.204608,-0.253025
-3.485351,7.642382,-5.215952,1.167350,0.174816,0.204146,-0.251825
-3.483142,7.663363,-5.194750,1.158273,0.173993,0.203678,-0.250621
-3.480809,7.684282,-5.173581,1.149199,0.173170,0.203206,-0.249413
-3.478353,7.705138,-5.152446,1.140127,0.172347,0.202728,-0.248200
-3.475775,7.725930,-5.131347,1.131059,0.171523,0.202245,-0.246984
-3.473079,7.746659,-5.110284,1.121994,0.170700,0.201757,-0.245764
-3.470264,7.767323,-5.089258,1.112934,0.169876,0.201264,-0.244540
-3.467334,7.787922,-5.068269,1.103880,0.169052,0.200766,-0.243312
-3.464290,7.808455,-5.047320,1.094832,0.168229,0.200263,-0.242081
-3.461133,7.828923,-5.026409,1.085791,0.167405,0.199755,-0.240845
-3.457865,7.849325,-5.005539,1.076758,0.166581,0.199242,-0.239606
-3.454488,7.869659,-4.984709,1.067733,0.165758,0.198724,-0.238364
-3.451003,7.889927,-4.963922,1.058718,0.164935,0.198201,-0.237118
-3.447413,7.910127,-4.943177,1.049712,0.164111,0.197674,-0.235868
-3.443718,7.930259,-4.922475,1.040717,0.163288,0.197142,-0.234615
-3.439920,7.950323,-4.901817,1.031732,0.162466,0.196606,-0.233358
-3.436022,7.970317,-4.881204,1.022760,0.161643,0.196065,-0.232098
-3.432024,7.990242,-4.860637,1.013801,0.160821,0.195519,-0.230835
-3.427929,8.010098,-4.840116,1.004855,0.160000,0.194969,-0.229569
-3.423737,8.029883,-4.819642,0.995923,0.159178,0.194414,-0.228299
-3.419451,8.049598,-4.799216,0.987006,0.158357,0.193855,-0.227026
-3.415072,8.069241,-4.778838,0.978105,0.157537,0.193292,-0.225750
-3.410601,8.088813,-4.758510,0.969219,0.156717,0.192724,-0.224471
-3.406041,8.108314,-4.738232,0.960351,0.155898,0.192152,-0.223189
-3.401393,8.127742,-4.718005,0.951500,0.155079,0.191576,-0.221904
-3.396658,8.147097,-4.697829,0.942668,0.154261,0.190996,-0.220616
-3.391838,8.166380,-4.677705,0.933854,0.153443,0.190411,-0.219325
-3.386935,8.185589,-4.657635,0.925061,0.152626,0.189823,-0.218031
-3.381950,8.204724,-4.637617,0.916287,0.151810,0.189231,-0.216735
-3.376884,8.223785,-4.617655,0.907535,0.150995,0.188634,-0.215436
-3.371740,8.242771,-4.597747,0.898805,0.150180,0.188034,-0.214135
-3.366518,8.261682,-4.577895,0.890097,0.149366,0.187430,-0.212830
-3.361220,8.280518,-4.558100,0.881412,0.148554,0.186822,-0.211524
-3.355848,8.299279,-4.538361,0.872751,0.147742,0.186210,-0.210215
-3.350403,8.317963,-4.518680,0.864115,0.146931,0.185595,-0.208903
-3.344886,8.336571,-4.499058,0.855504,0.146121,0.184976,-0.207589
-3.339300,8.355102,-4.479495,0.846918,0.145312,0.184353,-0.206273
-3.333646,8.373555,-4.459991,0.838360,0.144504,0.183727,-0.204955
-3.327924,8.391932,-4.440548,0.829828,0.143697,0.183098,-0.203634
-3.322137,8.410230,-4.421166,0.821325,0.142891,0.182465,-0.202312
-3.316286,8.428450,-4.401846,0.812850,0.142087,0.181828,-0.200987
-3.310372,8.446591,-4.382588,0.804404,0.141284,0.181189,-0.199661
-3.304397,8.464654,-4.363393,0.795988,0.140482,0.180546,-0.198332
-3.298362,8.482637,-4.344262,0.787603,0.139681,0.179899,-0.197002
-3.292269,8.500541,-4.325195,0.779249,0.138881,0.179250,-0.195670
-3.286119,8.518364,-4.306193,0.770926,0.138083,0.178598,-0.194336
-3.279913,8.536108,-4.287256,0.762637,0.137287,0.177942,-0.193000
-3.273653,8.553771,-4.268386,0.754380,0.136491,0.177283,-0.191663
-3.267340,8.571352,-4.249582,0.746158,0.135698,0.176622,-0.190324
-3.260976,8.588853,-4.230845,0.737970,0.134905,0.175957,-0.188984
-3.254562,8.606272,-4.212176,0.729817,0.134115,0.175290,-0.187642
-3.248099,8.623609,-4.193576,0.721700,0.133326,0.174620,-0.186299
-3.241588,8.640864,-4.175045,0.713619,0.132538,0.173947,-0.184955
-3.235031,8.658036,-4.156584,0.705575,0.131752,0.173271,-0.183610
-3.228430,8.675125,-4.138192,0.697569,0.130968,0.172593,-0.182263
-3.221785,8.692131,-4.119872,0.689601,0.130186,0.171912,-0.180915
-3.215098,8.709054,-4.101623,0.681672,0.129405,0.171229,-0.179566
-3.208370,8.725893,-4.083446,0.673783,0.128626,0.170543,-0.178217
-3.201602,8.742648,-4.065341,0.665934,0.127849,0.169854,-0.176866
-3.194796,8.759318,-4.047310,0.658126,0.127074,0.169163,-0.175514
-3.187953,8.775904,-4.029352,0.650359,0.126301,0.168470,-0.174162
-3.181074,8.792405,-4.011468,0.642635,0.125530,0.167775,-0.172809
-3.174161,8.808821,-3.993659,0.634953,0.124761,0.167077,-0.171456
-3.167214,8.825151,-3.975925,0.627314,0.123993,0.166377,-0.170101
-3.160235,8.841395,-3.958267,0.619719,0.123228,0.165676,-0.168747
-3.153225,8.857554,-3.940685,0.612168,0.122465,0.164971,-0.167392
-3.146186,8.873625,-3.923180,0.604663,0.121704,0.164265,-0.166036
-3.139118,8.889611,-3.905752,0.597204,0.120946,0.163557,-0.164680
-3.132023,8.905509,-3.888403,0.589790,0.120189,0.162847,-0.163324
-3.124901,8.921320,-3.871131,0.582424,0.119435,0.162136,-0.161968
-3.117755,8.937044,-3.853938,0.575105,0.118683,0.161422,-0.160612
-3.110585,8.952680,-3.836825,0.567834,0.117933,0.160707,-0.159255
-3.103392,8.968228,-3.819791,0.560611,0.117185,0.159989,-0.157899
-3.096178,8.983687,-3.802838,0.553438,0.116440,0.159271,-0.156543
-3.088943,8.999059,-3.785965,0.546315,0.115698,0.158550,-0.155187
-3.081689,9.014341,-3.769174,0.539242,0.114957,0.157828,-0.153831
-3.074417,9.029534,-3.752465,0.532220,0.114220,0.157105,-0.152476
-3.067128,9.044639,-3.735838,0.525249,0.113484,0.156380,-0.151121
-3.059823,9.059653,-3.719293,0.518330,0.112752,0.155653,-0.149766
-3.052503,9.074578,-3.702832,0.511465,0.112022,0.154926,-0.148412
-3.045170,9.089413,-3.686454,0.504652,0.111294,0.154196,-0.147058
-3.037823,9.104157,-3.670160,0.497893,0.110569,0.153466,-0.145706
-3.030466,9.118811,-3.653951,0.491188,0.109847,0.152735,-0.144353
-3.023097,9.133375,-3.637827,0.484538,0.109128,0.152002,-0.143002
-3.015719,9.147847,-3.621788,0.477944,0.108411,0.151268,-0.141652
-3.008332,9.162228,-3.605835,0.471405,0.107697,0.150533,-0.140302
-3.000938,9.176518,-3.589968,0.464923,0.106986,0.149797,-0.138954
-2.993537,9.190716,-3.574188,0.458498,0.106277,0.149061,-0.137606
-2.986131,9.204822,-3.558494,0.452130,0.105572,0.148323,-0.136260
-2.978720,9.218836,-3.542889,0.445820,0.104869,0.147584,-0.134915
-2.971306,9.232757,-3.527371,0.439569,0.104169,0.146845,-0.133572
-2.963889,9.246586,-3.511942,0.433377,0.103473,0.146105,-0.132229
-2.956471,9.260323,-3.496601,0.427245,0.102779,0.145364,-0.130888
-2.949052,9.273966,-3.481350,0.421172,0.102088,0.144622,-0.129549
-2.941633,9.287516,-3.466188,0.415161,0.101400,0.143880,-0.128211
-2.934215,9.300972,-3.451116,0.409210,0.100716,0.143137,-0.126875
-2.926800,9.314335,-3.436135,0.403321,0.100034,0.142394,-0.125541
-2.919387,9.327604,-3.421244,0.397495,0.099356,0.141650,-0.124208
-2.911979,9.340779,-3.406444,0.391730,0.098680,0.140906,-0.122878
-2.904575,9.353860,-3.391735,0.386029,0.098008,0.140161,-0.121549
-2.897178,9.366846,-3.377119,0.380392,0.097339,0.139416,-0.120222
-2.889787,9.379737,-3.362595,0.374819,0.096674,0.138671,-0.118897
-2.882403,9.392533,-3.348163,0.369310,0.096011,0.137925,-0.117575
-2.875028,9.405235,-3.333824,0.363866,0.095352,0.137180,-0.116255
-2.867662,9.417841,-3.319578,0.358488,0.094696,0.136434,-0.114937
-2.860306,9.430351,-3.305426,0.353176,0.094044,0.135688,-0.113621
-2.852960,9.442766,-3.291368,0.347931,0.093395,0.134942,-0.112308
-2.845627,9.455085,-3.277404,0.342752,0.092749,0.134196,-0.110998
-2.838306,9.467308,-3.263535,0.337641,0.092107,0.133450,-0.109690
-2.830999,9.479435,-3.249761,0.332597,0.091468,0.132704,-0.108384
-2.823705,9.491465,-3.236082,0.327622,0.090832,0.131958,-0.107082
-2.816427,9.503398,-3.222499,0.322716,0.090200,0.131212,-0.105782
-2.809164,9.515235,-3.209012,0.317879,0.089572,0.130467,-0.104485
-2.801917,9.526974,-3.195621,0.313111,0.088947,0.129721,-0.103191
-2.794688,9.538617,-3.182327,0.308414,0.088325,0.128976,-0.101900
-2.787477,9.550162,-3.169129,0.303787,0.087707,0.128232,-0.100613
-2.780284,9.561609,-3.156029,0.299231,0.087093,0.127488,-0.099328
-2.773111,9.572959,-3.143026,0.294747,0.086483,0.126744,-0.098047
-2.765958,9.584210,-3.130121,0.290334,0.085876,0.126000,-0.096768
-2.758826,9.595364,-3.117314,0.285994,0.085272,0.125258,-0.095494
-2.751715,9.606419,-3.104606,0.281726,0.084672,0.124515,-0.094223
-2.744627,9.617376,-3.091996,0.277531,0.084076,0.123773,-0.092955
-2.737561,9.628235,-3.079485,0.273410,0.083484,0.123032,-0.091691
-2.730519,9.638994,-3.067074,0.269362,0.082896,0.122292,-0.090431
-2.723502,9.649655,-3.054761,0.265389,0.082311,0.121552,-0.089174
-2.716509,9.660216,-3.042549,0.261491,0.081730,0.120813,-0.087921
-2.709542,9.670678,-3.030437,0.257667,0.081152,0.120075,-0.086672
-2.702601,9.681041,-3.018425,0.253920,0.080579,0.119337,-0.085427
-2.695687,9.691304,-3.006514,0.250247,0.080009,0.118601,-0.084186
-2.688801,9.701467,-2.994703,0.246652,0.079443,0.117865,-0.082949
-2.681942,9.711530,-2.982994,0.243132,0.078881,0.117130,-0.081717
-2.675113,9.721493,-2.971385,0.239690,0.078323,0.116397,-0.080488
-2.668312,9.731356,-2.959879,0.236325,0.077769,0.115664,-0.079264
-2.661542,9.741119,-2.948474,0.233038,0.077218,0.114932,-0.078045
-2.654802,9.750781,-2.937171,0.229829,0.076672,0.114202,-0.076829
-2.648093,9.760342,-2.925971,0.226699,0.076129,0.113472,-0.075619
-2.641415,9.769802,-2.914873,0.223647,0.075590,0.112744,-0.074413
-2.634770,9.779162,-2.903878,0.220674,0.075056,0.112017,-0.073211
-2.628157,9.788420,-2.892986,0.217781,0.074525,0.111291,-0.072015
-2.621578,9.797576,-2.882197,0.214968,0.073998,0.110566,-0.070823
-2.615032,9.806632,-2.871511,0.212235,0.073475,0.109843,-0.069636
-2.608520,9.815585,-2.860929,0.209582,0.072956,0.109121,-0.068454
-2.602044,9.824437,-2.850451,0.207011,0.072441,0.108400,-0.067277
-2.595602,9.833187,-2.840077,0.204520,0.071930,0.107681,-0.066105
-2.589197,9.841835,-2.829807,0.202111,0.071423,0.106964,-0.064938
-2.582827,9.850380,-2.819641,0.199784,0.070920,0.106247,-0.063777
-2.576494,9.858823,-2.809580,0.197540,0.070421,0.105532,-0.062620
-2.570199,9.867164,-2.799624,0.195377,0.069926,0.104819,-0.061469
-2.563941,9.875402,-2.789773,0.193298,0.069435,0.104108,-0.060324
-2.557721,9.883538,-2.780027,0.191301,0.068949,0.103397,-0.059184
-2.551539,9.891570,-2.770386,0.189388,0.068466,0.102689,-0.058050
-2.545397,9.899499,-2.760851,0.187559,0.067987,0.101982,-0.056921
-2.539293,9.907326,-2.751422,0.185814,0.067512,0.101277,-0.055798
-2.533230,9.915048,-2.742098,0.184153,0.067041,0.100574,-0.054681
-2.527207,9.922668,-2.732881,0.182576,0.066575,0.099872,-0.053569
-2.521224,9.930184,-2.723769,0.181085,0.066112,0.099172,-0.052464
-2.515282,9.937596,-2.714764,0.179678,0.065654,0.098474,-0.051364
-2.509382,9.944904,-2.705866,0.178357,0.065199,0.097778,-0.050271
-2.503523,9.952108,-2.697074,0.177122,0.064749,0.097084,-0.049184
-2.497707,9.959208,-2.688389,0.175973,0.064302,0.096391,-0.048102
-2.491933,9.966204,-2.679810,0.174910,0.063860,0.095701,-0.047027
-2.486201,9.973096,-2.671339,0.173934,0.063422,0.095012,-0.045959
-2.480513,9.979883,-2.662975,0.173044,0.062988,0.094326,-0.044897
-2.474868,9.986565,-2.654719,0.172241,0.062558,0.093641,-0.043841
-2.469267,9.993143,-2.646570,0.171526,0.062132,0.092959,-0.042791
-2.463710,9.999616,-2.638528,0.170898,0.061710,0.092278,-0.041749
-2.458197,10.005984,-2.630594,0.170358,0.061292,0.091600,-0.040712
-2.452729,10.012246,-2.622768,0.169906,0.060878,0.090924,-0.039683
-2.447306,10.018404,-2.615050,0.169542,0.060468,0.090250,-0.038660
-2.441928,10.024456,-2.607440,0.169267,0.060062,0.089578,-0.037645
-2.436596,10.030403,-2.599938,0.169081,0.059660,0.088908,-0.036636
-2.431309,10.036244,-2.592544,0.168983,0.059262,0.088240,-0.035634
-2.426069,10.041979,-2.585258,0.168975,0.058869,0.087575,-0.034639
-2.420874,10.047609,-2.578081,0.169055,0.058479,0.086912,-0.033651
-2.415726,10.053133,-2.571013,0.169226,0.058093,0.086251,-0.032670
-2.410625,10.058550,-2.564053,0.169486,0.057711,0.085593,-0.031696
-2.405571,10.063862,-2.557202,0.169837,0.057334,0.084936,-0.030730
-2.400564,10.069067,-2.550460,0.170277,0.056960,0.084282,-0.029771
-2.395604,10.074166,-2.543826,0.170808,0.056590,0.083631,-0.028819
-2.390692,10.079159,-2.537301,0.171430,0.056224,0.082982,-0.027875
-2.385828,10.084045,-2.530886,0.172142,0.055862,0.082335,-0.026939
-2.381011,10.088824,-2.524579,0.172945,0.055504,0.081691,-0.026009
-2.376243,10.093496,-2.518382,0.173840,0.055150,0.081049,-0.025088
-2.371523,10.098062,-2.512294,0.174826,0.054800,0.080409,-0.024174
-2.366851,10.102520,-2.506315,0.175903,0.054454,0.079772,-0.023268
-2.362228,10.106872,-2.500445,0.177072,0.054111,0.079138,-0.022370
-2.357653,10.111116,-2.494684,0.178333,0.053773,0.078506,-0.021480
-2.353128,10.115253,-2.489033,0.179686,0.053438,0.077877,-0.020597
-2.348651,10.119282,-2.483492,0.181131,0.053107,0.077250,-0.019723
-2.344223,10.123204,-2.478060,0.182669,0.052780,0.076625,-0.018856
-2.339845,10.127019,-2.472737,0.184299,0.052457,0.076004,-0.017998
-2.335515,10.130726,-2.467524,0.186022,0.052137,0.075385,-0.017148
-2.331235,10.134324,-2.462420,0.187837,0.051822,0.074768,-0.016305
-2.327005,10.137815,-2.457426,0.189746,0.051510,0.074154,-0.015472
-2.322824,10.141198,-2.452541,0.191748,0.051202,0.073543,-0.014646
-2.318693,10.144473,-2.447766,0.193842,0.050897,0.072934,-0.013829
-2.314611,10.147640,-2.443101,0.196031,0.050596,0.072328,-0.013021
-2.310579,10.150699,-2.438545,0.198312,0.050299,0.071725,-0.012220
-2.306597,10.153649,-2.434099,0.200688,0.050006,0.071124,-0.011429
-2.302664,10.156491,-2.429762,0.203157,0.049716,0.070527,-0.010646
-2.298781,10.159224,-2.425535,0.205720,0.049430,0.069931,-0.009871
-2.294948,10.161849,-2.421417,0.208377,0.049147,0.069339,-0.009106
-2.291165,10.164365,-2.417409,0.211128,0.048868,0.068749,-0.008349
-2.287432,10.166772,-2.413511,0.213973,0.048593,0.068163,-0.007601
-2.283748,10.169070,-2.409722,0.216913,0.048321,0.067578,-0.006861
-2.280114,10.171259,-2.406043,0.219947,0.048052,0.066997,-0.006131
-2.276530,10.173340,-2.402473,0.223075,0.047787,0.066419,-0.005409
-2.272996,10.175311,-2.399012,0.226299,0.047525,0.065843,-0.004697
-2.269511,10.177173,-2.395661,0.229616,0.047267,0.065270,-0.003994
-2.266076,10.178926,-2.392419,0.233029,0.047012,0.064700,-0.003299
-2.262690,10.180570,-2.389287,0.236536,0.046761,0.064132,-0.002614
